Repo,Link,Archived,Creation Date,Description,Topics,#Star,#Watch,#Fork,#Releases,#Contributors,Languages,Size,#Open Issues,#Pull Requests,#Branches,#Tags,#Commits,#Comments,#Downloads,#Deployments
styczynski/airflow-dvc,https://github.com/joednkn1/airflow-dvc,False,2021-04-16 12:37:23,DVC support for Airflow workflows,[],1,1,0,0,2,Python,549,3,1,3,24,107,0,0,0
grok-ai/nn-template,https://github.com/grok-ai/nn-template,False,2021-02-25 00:30:56,Generic template to bootstrap your PyTorch project.,"['pytorch', 'template', 'pytorch-lightning', 'wandb', 'dvc', 'hydra', 'research', 'deep-learning', 'best-practices', 'reproducibility', 'project-structure', 'weights-and-biases', 'streamlit', 'mkdocs', 'github-actions', 'best-practises', 'pre-commit', 'cookiecutter']",501,13,48,4,5,Python,1244,3,1,4,4,171,0,0,11
iterative/dvc-data,https://github.com/iterative/dvc-data,False,2021-11-19 17:14:48,DVC's data management subsystem,[],10,19,6,88,11,Python,411,12,0,4,88,323,0,0,0
LINC-BIT/legodnn,https://github.com/LINC-BIT/legodnn,False,2021-12-08 12:08:46,LegoDNN: a block-grained scaling tool for mobile vision systems,"['mobile', 'vision']",37,11,21,0,2,Python,349018,1,1,1,0,75,0,0,0
iterative/mlem,https://github.com/iterative/mlem,False,2021-09-30 08:07:34,🐶 Version and deploy your ML models following GitOps principles,"['python', 'data-science', 'machine-learning', 'developer-tools', 'model-registry', 'deployment', 'git', 'mlem', 'hacktoberfest']",524,21,14,23,11,Python,996,87,12,13,25,178,0,0,620
curiousily/Reproducible-ML-with-DVC,https://github.com/curiousily/Reproducible-ML-with-DVC,False,2020-05-18 19:34:34,Tutorial on experiment tracking and reproducibility for Machine Learning projects with DVC,"['dvc', 'reproducibility', 'linear-regression', 'random-forest', 'python', 'deep-learning', 'machine-learning', 'scikit-learn', 'tracking', 'experiment-tracking', 'metrics']",16,1,3,0,1,Python,76,4,3,4,4,6,0,0,0
toandaominh1997/grow,https://github.com/toandaominh1997/grow,False,2021-06-05 02:42:48,Boost myself,"['microservice', 'python', 'reactjs', 'nginx', 'kafka', 'elasticsearch', 'redis', 'postgres', 'grafana', 'logstash', 'apache-spark', 'golang', 'django', 'fastapi', 'nextjs', 'flutter', 'kubernetes']",6,1,1,0,2,Python,135952,15,15,21,0,365,353,0,642
HelmholtzAI-Consultants-Munich/Quicksetup-ai,https://github.com/HelmholtzAI-Consultants-Munich/Quicksetup-ai,False,2022-03-15 10:43:04,,[],16,0,1,1,3,Python,26542,0,0,3,1,100,0,0,0
AlessandroVol23/kdd-cup-2019,https://github.com/AlessandroVol23/kdd-cup-2019,False,2019-07-21 18:38:24,Repository for KDD-Cup 2019 with Baidu. Big Data Science practical course @ LMU ,"['kdd2019', 'multiclass', 'learning-to-rank', 'tf-ranking', 'python']",13,4,5,0,4,Jupyter Notebook,12341,2,0,3,0,225,0,0,0
HewlettPackard/cmf,https://github.com/HewlettPackard/cmf,False,2022-03-09 14:51:50,CMF library helps to collect and store information associated with ML pipelines.  It tracks the lineages for artifacts and executions of distributed AI pipelines.  It provides API's to record and query the metadata associated with ML pipelines. The framework adopts a data first approach and all artifacts recorded in the framework are versioned and identified by the content hash.,"['lineage', 'metadata', 'pipeline']",5,9,4,1,3,Python,30834,7,0,7,1,68,0,0,0
Governikus/eidas-middleware,https://github.com/Governikus/eidas-middleware,False,2018-05-17 10:42:33,"This work is provided under the terms of the EUPL 1.2. The terms of the LICENSE.txt do only apply for the official release of the eIDAS Middleware, which is provided by Governikus GmbH & Co. KG on behalf of the German Federal Government. ",[],28,19,16,17,4,Java,3109,4,4,5,32,29,0,0,0
instill-ai/instill.tech,https://github.com/instill-ai/instill.tech,False,2021-09-23 12:32:40,🎁 Instill AI's product website,['frontend'],6,1,0,26,5,TypeScript,19839,12,2,5,26,573,202,0,1817
Hongbo-Miao/hongbomiao.com,https://github.com/Hongbo-Miao/hongbomiao.com,False,2019-02-27 01:47:30,Personal cutting-edge technology lab,"['graphql', 'distributed-tracing', 'kubernetes', 'neural-network', 'pytorch', 'ethereum', 'service-mesh', 'cloud-native', 'gitops', 'dgraph', 'react', 'continuous-machine-learning', 'infrastructure-as-code', 'quantum-computing', 'mlops', 'freertos', 'arduino', 'embedded', 'industrial-design', 'matlab']",146,4,26,288,11,TypeScript,392492,42,7,11,288,9189,3931,0,3867
aimhubio/aim,https://github.com/aimhubio/aim,False,2019-05-31 18:25:07,Aim 💫 — easy-to-use and performant open-source ML experiment tracker.,"['python', 'ai', 'data-science', 'data-visualization', 'experiment-tracking', 'machine-learning', 'metadata', 'metadata-tracking', 'ml', 'mlflow', 'mlops', 'pytorch', 'tensorboard', 'tensorflow', 'visualization']",2817,35,173,40,44,TypeScript,54483,181,18,66,145,1904,8,0,5
cisco/mindmeld,https://github.com/cisco/mindmeld,False,2019-03-24 13:05:00,An Open Source Conversational AI Platform for Deep-Domain Voice Interfaces and Chatbots.,[],598,38,164,4,38,Python,107765,27,8,32,162,3290,0,0,14
gvyshnya/DVC_R_Ensemble,https://github.com/gvyshnya/DVC_R_Ensemble,False,2017-07-30 20:20:44,Materials of a case study to build a DVC-based ML pipeline for an R project with ensemble prediction,[],8,1,1,0,1,R,68,0,0,1,0,16,0,0,0
mapattacker/ai-engineer,https://github.com/mapattacker/ai-engineer,False,2020-11-23 05:51:44,how to be an AI Engineer,[],9,1,2,0,1,,8766,0,0,3,0,51,0,0,348
tezansahu/dvc-pycaret-fastapi-demo,https://github.com/tezansahu/dvc-pycaret-fastapi-demo,False,2022-01-19 17:11:26,"Repository for the Demo of using DVC with PyCaret & MLOps (DVC Office Hours - 20th Jan, 2022)","['mlops-workflow', 'dvc', 'pycaret', 'fastapi', 'demo', 'data-science', 'machine-learning', 'deployment']",6,2,0,0,0,Jupyter Notebook,918,0,0,1,0,9,0,0,0
apache/dolphinscheduler,https://github.com/apache/dolphinscheduler,False,2019-03-01 16:39:25,"Apache DolphinScheduler is the modern data workflow orchestration platform with powerful user interface, dedicated to solving complex task dependencies in the data pipeline and providing various types of jobs available `out of the box`","['workflow-schedule', 'azkaban', 'airflow', 'task-scheduler', 'job-scheduler', 'cloud-native', 'data-pipelines', 'orchestration', 'workflow', 'workflow-orchestration', 'powerful-data-pipelines']",9251,312,3414,32,361,Java,170240,1002,117,25,36,7367,27,0,118
mbunse/mlcomops,https://github.com/mbunse/mlcomops,False,2021-07-14 17:30:01,,[],8,2,3,0,1,Python,1860,0,0,3,0,21,0,0,0
ddysher/arsenal,https://github.com/ddysher/arsenal,False,2019-02-10 13:52:13,Personal notes on cloud and machine learning :page_with_curl: :honeybee:,"['cloud', 'machine-learning', 'notes']",26,4,8,0,1,Jsonnet,50689,4,4,5,0,2,0,0,0
iterative/workshop-uncool-mlops,https://github.com/iterative/workshop-uncool-mlops,False,2022-02-23 17:58:00,,[],21,5,70,0,2,Python,1999,0,0,1,0,2,0,0,0
sbalnojan/cd4ml-example,https://github.com/sbalnojan/cd4ml-example,False,2019-08-10 15:19:03,"A CD4ML Example Setup on AWS S3, GitLab with DVC",[],22,2,6,0,0,Python,259,3,3,4,0,19,0,0,0
learn-it-in-russian/tldr-ru,https://github.com/learn-it-in-russian/tldr-ru,False,2017-09-12 17:13:28,Проект по переводу кратких руководств на русский язык #hacktoberfest,['hacktoberfest'],18,2,20,0,22,Python,1669,9,6,2,0,464,7,0,0
andriygav/MachineLearning,https://github.com/andriygav/MachineLearning,False,2020-12-01 12:50:12,Некоторые наработки по машинному обучению (примеры),"['machine-learning', 'python', 'python3']",5,3,0,0,1,Jupyter Notebook,5762,0,0,1,0,91,0,0,0
iterative/dvc-objects,https://github.com/iterative/dvc-objects,False,2021-12-06 07:50:47,dvc objects,[],8,20,10,63,14,Python,501,10,1,6,63,266,3,0,0
talosiot-will/dvcrecord,https://github.com/talosiot-will/dvcrecord,False,2021-05-04 18:50:27,Making DVC a little more DRY,[],6,2,0,0,1,Jupyter Notebook,63,0,0,1,0,6,0,0,0
