Repo,Link,Archived,Creation Date,Description,Topics,#Star,#Watch,#Fork,#Releases,#Contributors,Languages,Size,#Open Issues,#Pull Requests,#Branches,#Tags,#Commits,#Comments,#Downloads,#Deployments
fgnt/padertorch,https://github.com/fgnt/padertorch,False,2019-12-10 12:46:06,"A collection of common functionality to simplify the design, training and evaluation of machine learning models based on pytorch with an emphasis on speech processing.","['pytorch', 'audio', 'speech']",59,9,14,0,9,Python,2051,7,3,6,0,1911,6,0,0
sen-pai/InfoGAIL,https://github.com/sen-pai/InfoGAIL,False,2021-06-16 13:41:28,Pytorch implementation of InfoGAIL and WGAIL,"['imitation-learning', 'gail', 'wgan']",9,2,2,0,2,Python,153,3,0,4,0,25,0,0,0
jefflai108/ASSERT,https://github.com/jefflai108/ASSERT,False,2019-04-02 14:43:10,JHU's system submission to the ASVspoof 2019 Challenge: Anti-Spoofing with Squeeze-Excitation and Residual neTworks (ASSERT).,"['asvspoof', 'anti-spoofing', 'spoofing-attack', 'automatic-speaker-verification']",51,5,31,0,1,MATLAB,108789,8,0,1,0,35,0,0,0
sfu-gruvi-3dv/sanet_relocal_demo,https://github.com/sfu-gruvi-3dv/sanet_relocal_demo,False,2019-07-28 23:46:03,The code and other resources of SANet: Scene Agnostic Network for Camera Localization,[],46,4,10,0,1,Python,972,6,0,1,0,9,0,0,0
JarnoRFB/pydata_berlin_sacred,https://github.com/JarnoRFB/pydata_berlin_sacred,False,2019-02-10 22:14:20,Lightning Talk about sacred at PyData Berlin,"['sacred', 'machine-learning', 'experiment-tracking', 'tutorial']",9,2,2,0,1,Jupyter Notebook,170,0,0,1,0,17,0,0,0
Haipeng-Chen/RL4IM-Contingency,https://github.com/Haipeng-Chen/RL4IM-Contingency,False,2021-06-05 19:34:53,This project aims at using RL to address the contingency-aware influence maximization problem,[],5,2,2,0,3,Python,271107,0,0,1,0,361,0,0,0
LanglandsLin/MS2L,https://github.com/LanglandsLin/MS2L,False,2021-07-08 10:59:08,,[],12,2,0,0,0,Python,416,5,0,1,0,6,0,0,0
ai-how/TIme-series-clustering,https://github.com/ai-how/TIme-series-clustering,False,2019-10-13 04:18:30,Uses Autoencoder and self organizing maps,[],6,3,1,0,1,Jupyter Notebook,1635,0,0,1,0,6,0,0,0
mohanpb/Relational-NEM-pytorch,https://github.com/mohanpb/Relational-NEM-pytorch,False,2018-06-16 08:18:48,,[],6,2,1,0,1,Python,56,0,0,1,0,10,0,0,0
m-bain/frozen-in-time,https://github.com/m-bain/frozen-in-time,False,2021-04-03 11:13:06,Frozen in Time: A Joint Video and Image Encoder for End-to-End Retrieval [ICCV'21],[],208,11,22,0,2,Python,409,6,0,2,0,68,3,0,0
yobibyte/amorpheus,https://github.com/yobibyte/amorpheus,False,2021-04-13 11:14:56,My Body Is A Cage,[],29,3,1,0,1,Python,229,1,0,1,0,2,0,0,0
Mastercorp/SiamU-Net,https://github.com/Mastercorp/SiamU-Net,False,2020-10-17 11:37:58,A spatio temporal U-Net version,"['u-net', 'siamu-net', 'isbi2012', 'semantic-segmentation', 'neural-network']",7,1,2,0,1,Python,100,0,0,1,0,15,0,0,0
daviddiazvico/scikit-datasets,https://github.com/daviddiazvico/scikit-datasets,False,2017-10-24 19:10:32,Scikit-learn-compatible datasets,[],13,2,3,37,3,Python,9528,4,0,4,37,150,2,0,59
HumanCompatibleAI/human_aware_rl,https://github.com/HumanCompatibleAI/human_aware_rl,False,2019-08-06 20:19:44,"Code for ""On the Utility of Learning about Humans for Human-AI Coordination""",[],85,9,37,0,7,Python,76729,6,2,10,0,174,0,0,0
TUM-DAML/gemnet_pytorch,https://github.com/TUM-DAML/gemnet_pytorch,False,2021-10-11 07:30:36,"GemNet model in PyTorch, as proposed in ""GemNet: Universal Directional Graph Neural Networks for Molecules"" (NeurIPS 2021)","['paper', 'gnn', 'pytorch', 'graph-neural-networks']",114,3,16,0,3,Python,81071,0,0,1,0,33,0,0,0
awslabs/gluonts,https://github.com/awslabs/gluonts,False,2019-05-15 17:17:29,Probabilistic time series modeling in Python,"['time-series', 'deep-learning', 'forecasting', 'neural-networks', 'machine-learning', 'time-series-prediction', 'time-series-forecasting', 'mxnet', 'pytorch', 'aws', 'sagemaker', 'timeseries', 'artificial-intelligence', 'data-science']",3091,70,634,60,89,Python,12228,325,90,12,62,1081,8,0,0
takeshi-teshima/few-shot-domain-adaptation-by-causal-mechanism-transfer,https://github.com/takeshi-teshima/few-shot-domain-adaptation-by-causal-mechanism-transfer,False,2020-06-11 02:27:27,Implementation of Few-shot Domain Adaptation by Causal Mechanism Transfer (ICML 2020),[],27,3,12,0,2,Python,11087,38,37,40,0,2,0,0,8
michimoeller/liftingLayers,https://github.com/michimoeller/liftingLayers,False,2018-07-10 14:45:09,,[],11,4,0,0,3,MATLAB,6940,10,10,11,0,25,0,0,0
sanskrit-coders/doc_curation,https://github.com/sanskrit-coders/doc_curation,False,2018-11-10 22:32:26,,[],6,4,4,0,6,Python,1481,5,3,5,0,455,0,0,320
MkuuWaUjinga/leopart,https://github.com/MkuuWaUjinga/leopart,False,2022-03-26 18:56:51,,[],52,2,6,0,1,Python,30035,1,0,1,0,19,0,0,0
mkoshkina/teamId,https://github.com/mkoshkina/teamId,False,2021-04-07 16:53:02,Code for referee classifier and unsupervised player classification using embedding network.,[],9,1,2,0,1,Python,1874,1,0,2,0,17,0,0,6
valeoai/LightConvPoint,https://github.com/valeoai/LightConvPoint,False,2020-03-17 17:17:26,,[],55,6,12,2,2,Python,649,5,0,2,2,37,0,0,0
benadar293/benadar293.github.io,https://github.com/benadar293/benadar293.github.io,False,2022-02-13 14:22:03,Unaligned Supervision for Automatic Music Transcription in The Wild,[],10,1,0,0,1,JavaScript,428371,0,0,1,0,296,0,0,76
rajatvd/NTK,https://github.com/rajatvd/NTK,False,2019-11-10 05:30:56,Code for experiments in my blog post on the Neural Tangent Kernel: https://rajatvd.github.io/NTK,[],129,4,21,0,1,Jupyter Notebook,5170,0,0,1,0,22,0,0,0
exalearn/molecular-graph-descriptors,https://github.com/exalearn/molecular-graph-descriptors,False,2020-06-26 19:03:07,Codebase to accompany the paper A Look Inside the Black Box: Using Graph-Theoretical Descriptors to Interpret a Continuous-Filter Convolutional Neural Network (CF-CNN) trained on the Global and Local Minimum Energy Structures of Neutral Water Clusters.,[],11,9,7,0,2,Python,2617,0,0,2,0,13,0,0,0
zhjohnchan/M3AE,https://github.com/zhjohnchan/M3AE,False,2022-07-12 17:09:41,[MICCAI-2022] This is the official implementation of Multi-Modal Masked Autoencoders for Medical Vision-and-Language Pre-Training.,[],33,1,3,0,1,Python,76,2,0,1,0,3,0,0,0
TomVeniat/bsn,https://github.com/TomVeniat/bsn,False,2018-05-18 12:56:55,Implementation of the Budgeted Super Networks,[],27,3,5,0,1,Python,27,0,0,1,0,3,0,0,0
kata-ai/id-word2vec,https://github.com/kata-ai/id-word2vec,False,2019-06-10 07:44:36,Indonesian word embedding evaluation,[],13,5,0,0,1,Python,16,0,0,1,0,1,0,0,0
p-christ/nn_builder,https://github.com/p-christ/nn_builder,False,2019-01-21 09:29:25,Build neural networks with less boilerplate code,[],153,13,21,2,2,Python,15948,5,2,3,2,222,0,0,0
AU-DIS/LSTM_langid,https://github.com/AU-DIS/LSTM_langid,False,2021-02-09 12:54:32,Source code for the Apple reproduction,[],20,6,10,0,1,Jupyter Notebook,31850,0,0,1,0,3,0,0,0
Rhyssiyan/DER-ClassIL.pytorch,https://github.com/Rhyssiyan/DER-ClassIL.pytorch,False,2021-03-29 06:34:15,The official PyTorch code for 'DER: Dynamically Expandable Representation for Class Incremental Learning' accepted by CVPR2021,[],96,9,16,0,2,Python,56,6,0,1,0,5,0,0,0
TomVeniat/SANAS,https://github.com/TomVeniat/SANAS,False,2018-10-30 15:27:30,Stochastic Adaptive Neural Architecture Search,[],65,5,7,0,1,Python,49,0,0,1,0,3,0,0,0
wendelinboehmer/dcg,https://github.com/wendelinboehmer/dcg,False,2020-06-03 18:48:27,,[],59,5,18,0,2,Python,163,8,7,8,0,9,0,0,0
QUVA-Lab/artemis,https://github.com/QUVA-Lab/artemis,False,2016-04-29 09:58:50,"Artemis aims to get rid of all the boring, bureaucratic coding (plotting, file management, organizing experiments, etc) involved in machine learning projects, so you can get to the good stuff quickly.",[],224,8,32,7,5,Python,2097,23,5,39,9,922,1,0,0
yunlu-chen/PointMixup,https://github.com/yunlu-chen/PointMixup,False,2020-07-12 18:32:25,"Implementation for paper ""PointMixup: Augmentation for Point Cloud"". Accepted to  ECCV 2020 as spotlight presentation",[],82,8,7,0,1,Python,49,8,0,1,0,4,0,0,0
chloeminkyung/MS_MARCOV2,https://github.com/chloeminkyung/MS_MARCOV2,False,2018-06-15 07:21:34,Fixed some bugs and edited original baseline scripts from MS MARCO,"['bidaf-pytorch', 'msmarco', 'mrc']",7,3,1,0,1,Python,1158,0,0,1,0,23,0,0,0
ratschlab/bnn_priors,https://github.com/ratschlab/bnn_priors,False,2021-02-12 14:07:51,"Code for the paper ""Bayesian Neural Network Priors Revisited""",[],39,4,7,1,4,Python,35297,1,1,1,1,511,0,0,0
fepegar/resseg-ijcars,https://github.com/fepegar/resseg-ijcars,False,2021-01-04 18:27:46,"Code, data and model for Pérez-García et al. 2021, ""A self-supervised learning strategy for postoperative brain cavity segmentation simulating resections""","['medical-image-computing', 'convolutional-neural-networks', 'segmentation', 'tumor', 'epilepsy', 'mri', 'computer-vision']",7,1,2,0,2,Python,47,0,0,1,0,14,0,0,0
stadlmax/Graph-Posterior-Network,https://github.com/stadlmax/Graph-Posterior-Network,False,2021-11-13 22:53:35,Graph Posterior Network: Bayesian Predictive Uncertainty for Node Classification (NeurIPS 2021),"['machine-learning', 'graph-neural-networks', 'uncertainty-estimation']",27,3,8,0,1,Python,15520,1,0,1,0,6,0,0,0
arthurmensch/online_sinkhorn,https://github.com/arthurmensch/online_sinkhorn,False,2019-10-31 15:40:51,,[],13,0,2,0,1,Python,1151,0,0,3,0,69,0,0,0
Hellisk/map-service,https://github.com/Hellisk/map-service,False,2017-04-11 15:12:27,"Experimental platform for map-matching, map inference and map update",[],9,2,2,0,2,JavaScript,7623,1,0,2,0,187,0,0,0
hijkzzz/pymarl2,https://github.com/hijkzzz/pymarl2,False,2021-02-06 00:50:31,Fine-tuned  MARL algorithms on SMAC (100% win rates on most scenarios),"['marl', 'smac', 'starcraft', 'sota', 'reinforcement-learning']",391,17,104,0,1,Python,370,0,0,1,0,159,0,0,0
pinae/UnsharpDetector,https://github.com/pinae/UnsharpDetector,False,2018-04-07 18:55:19,AI-Application to identify blurry photos,[],8,6,4,0,2,Python,8936,1,0,1,0,79,0,0,0
asvspoof/D3M,https://github.com/asvspoof/D3M,False,2019-11-08 04:07:19,D3M - Dynamic Data Discrepancy Mitigation for Anti-spoofing - Implementation of work Dynamically Mitigating Data Discrepancy with Balanced Focal Loss for Replay Attack Detection ,"['speaker-verification', 'anti-spoofing', 'focal-loss']",23,2,3,0,2,Python,2219,7,7,9,0,61,0,0,0
uclnlp/jack,https://github.com/uclnlp/jack,False,2016-07-18 21:58:04,Jack the Reader ,"['deep-learning', 'natural-language-processing', 'tensorflow', 'question-answering', 'knowledge-base', 'natural-language-inference']",255,29,84,1,18,Python,29413,26,1,19,1,2425,21,0,936
TonghanWang/NDQ,https://github.com/TonghanWang/NDQ,False,2020-02-19 09:11:54,"Codes accompanying the paper ""Learning Nearly Decomposable Value Functions with Communication Minimization"" (ICLR 2020)",[],68,5,13,0,1,Python,6107,7,7,8,0,6,0,0,0
miafei/NodeNorm,https://github.com/miafei/NodeNorm,False,2020-06-12 10:18:37,,[],24,4,2,0,1,Python,40,1,0,1,0,10,0,0,0
jgc128/mednli,https://github.com/jgc128/mednli,False,2018-08-19 12:17:40,MedNLI - A Natural Language Inference Dataset For The Clinical Domain,[],104,9,29,0,2,Python,71,13,9,10,0,33,0,0,28
duguyue100/spikefuel,https://github.com/duguyue100/spikefuel,False,2016-03-03 10:03:36,Toolkit for converting visual recognition benchmarks to spiking neuromorphic datasets.,[],13,1,9,1,1,Python,513,0,0,1,1,28,0,0,0
glotzerlab/signac-examples,https://github.com/glotzerlab/signac-examples,False,2019-01-30 22:57:37,Examples for the signac framework.,['hacktoberfest'],11,10,7,0,12,Jupyter Notebook,1136,9,3,17,0,449,0,0,0
ansonb/RECON,https://github.com/ansonb/RECON,False,2021-01-16 14:19:07,This is the code for the paper 'RECON: Relation Extraction using Knowledge Graph Context in a Graph Neural Network'.,"['graph-neural-networks', 'relation-extraction', 'context-graph']",27,4,10,0,2,Python,207,1,0,1,0,47,0,0,0
paaatcha/my-thesis,https://github.com/paaatcha/my-thesis,False,2020-08-30 20:47:40,This repository contains the code that I developed for my PhD thesis,[],6,2,0,0,1,Jupyter Notebook,367,0,0,1,0,3,0,0,0
PaddlePaddle/VIMER,https://github.com/PaddlePaddle/VIMER,False,2021-11-02 05:23:46,视觉预训练基础模型仓库,[],298,20,64,0,9,Python,41106,12,0,2,0,237,0,0,0
dvl-tum/defocus-net,https://github.com/dvl-tum/defocus-net,False,2020-03-30 20:44:43,"Official PyTorch implementation of ""Focus on Defocus"" paper.",[],49,5,3,0,1,Python,14410,7,0,1,0,4,0,0,0
mlelarge/graph_neural_net,https://github.com/mlelarge/graph_neural_net,False,2020-02-05 09:02:50,Expressive Power of Invariant and Equivariant Graph Neural Networks (ICLR 2021),"['gnn', 'deep-learning', 'graph', 'graph-neural-networks', 'pytorch']",36,3,17,1,4,Python,4178,0,0,3,1,357,0,0,0
Jiwonjeon9603/MASER,https://github.com/Jiwonjeon9603/MASER,False,2022-06-02 06:14:12,"This repository is an implementation of ""MASER: Multi-Agent Reinforcement Learning with Subgoals Generated from Experience Replay Buffer"" accepted to ICML 2022.",[],7,1,2,0,1,Python,209,1,0,1,0,10,0,0,0
gereleth/kaggle-telstra,https://github.com/gereleth/kaggle-telstra,False,2016-03-04 11:56:51,My code for Telstra Network Disruptions Kaggle competition,[],73,4,38,0,2,Jupyter Notebook,3427,0,0,1,0,17,0,0,0
JarnoRFB/incense,https://github.com/JarnoRFB/incense,False,2018-09-18 10:02:52,Interactively retrieve data from sacred experiments.,"['sacred', 'machine-learning', 'mongodb']",77,2,5,13,3,Python,434,15,0,2,16,58,0,0,0
onurgu/ner-tagger-dynet,https://github.com/onurgu/ner-tagger-dynet,False,2017-04-22 14:15:33,"See http://github.com/onurgu/joint-ner-and-md-tagger This repository is basically a Bi-LSTM based sequence tagger in both Tensorflow and Dynet which can utilize several sources of information about each word unit like word embeddings, character based embeddings and morphological tags from an FST to obtain the representation for that specific word unit.","['named-entity-recognition', 'tensorflow', 'reimplementation', 'sequence-tagger', 'neural-networks', 'bi-lstm', 'dynet']",23,7,10,0,2,sed,236,0,0,5,4,80,0,0,0
DLR-SC/repository-synergy,https://github.com/DLR-SC/repository-synergy,False,2021-05-08 07:51:57,The code and data for the SEKE 2021 paper,[],5,6,6,0,1,Jupyter Notebook,103486,1,0,1,0,8,0,0,0
IIPCVLAB/LCCNet,https://github.com/IIPCVLAB/LCCNet,False,2021-01-28 11:31:43,Official PyTorch implementation of the paper “LCCNet: Lidar and Camera Self-Calibration usingCost Volume Network”.,[],31,3,18,0,2,Python,1806,8,1,1,0,54,0,0,0
WooRaZil-Boy/Raywenderlich_iOS,https://github.com/WooRaZil-Boy/Raywenderlich_iOS,False,2017-08-24 20:43:30,,[],14,3,4,0,1,Jupyter Notebook,621901,7,7,8,0,476,0,0,0
Eryk96/NetSurfP-3.0,https://github.com/Eryk96/NetSurfP-3.0,False,2021-01-13 09:43:16,NetSurfP 3.0: Protein secondary structure and relative solvent accessibility prediction,"['python', 'pytorch', 'protein-structure-prediction', 'docker']",11,4,4,0,2,Jupyter Notebook,39322,6,0,1,0,92,0,0,0
HumanCompatibleAI/nn-clustering-pytorch,https://github.com/HumanCompatibleAI/nn-clustering-pytorch,False,2020-10-21 22:02:19,"Checking the divisibility of neural networks, and investigating the nature of the pieces networks can be divided into.",[],5,4,1,0,3,Python,598,2,2,13,0,203,0,0,0
TUM-DAML/dbu-robustness,https://github.com/TUM-DAML/dbu-robustness,False,2021-06-13 10:35:22,Evaluating Robustness of Predictive Uncertainty Estimation: Are Dirichlet-based Models Reliable ? (ICML 2021),[],12,2,0,0,1,Python,441,0,0,1,0,1,0,0,0
mrahtz/tf-sac,https://github.com/mrahtz/tf-sac,False,2019-07-13 09:18:08,TensorFlow implementation of Soft Actor-Critic,[],10,1,1,0,1,Python,8558,2,2,3,0,60,0,0,0
elastic/ml-cpp,https://github.com/elastic/ml-cpp,False,2018-02-20 12:13:16,Machine learning C++ code,[],135,287,60,0,16,C++,50609,81,1,32,127,1028,3,0,0
QDPP-GitHub/QDPP,https://github.com/QDPP-GitHub/QDPP,False,2020-04-12 14:56:16,Multi-Agent Determinantal Q-Learning,[],35,2,7,0,1,Jupyter Notebook,4099,12,10,11,0,13,0,0,0
Lkruitwagen/deepsentinel,https://github.com/Lkruitwagen/deepsentinel,False,2020-05-19 19:48:32,DeepSentinel: a sentinel-1 and -2 self-supervised sensor fusion model for general purpose semantic embedding ,[],32,3,6,0,2,Python,732,10,1,2,0,45,0,0,0
koustuvsinha/hier-class,https://github.com/koustuvsinha/hier-class,False,2018-02-22 17:01:14,Hierarchical Neural Attention-based Classification,[],25,4,8,0,1,Python,207,2,0,4,0,3,1,0,0
Whadup/EquationLearning,https://github.com/Whadup/EquationLearning,False,2019-03-15 08:57:54,We provide a dataset of equations represented as PNG-images and Latex code. This dataset is useful for learning to detect similarities in equations.,[],5,3,1,0,2,Python,131,0,0,1,0,53,0,0,43
duguyue100/conceptors,https://github.com/duguyue100/conceptors,False,2015-02-25 09:16:05,A Python implementation of Conceptors.,[],23,7,8,0,1,Python,218,0,0,1,0,32,0,0,0
alexa/teach,https://github.com/alexa/teach,False,2021-09-24 00:19:43,TEACh is a dataset of human-human interactive dialogues to complete tasks in a simulated household environment.,[],88,5,21,0,3,Python,362,10,0,1,0,23,0,0,0
fgnt/pb_chime5,https://github.com/fgnt/pb_chime5,False,2018-10-08 13:35:00,Speech enhancement system for the CHiME-5 dinner party scenario,[],98,10,37,0,14,Python,672,4,1,2,0,797,0,0,0
shariqiqbal2810/REFIL,https://github.com/shariqiqbal2810/REFIL,False,2020-07-19 23:14:39,"Code for ""Randomized Entity-wise Factorization for Multi-Agent Reinforcement Learning"" ICML 2021",[],46,2,12,0,1,Python,321,1,0,1,0,5,0,0,0
yangdongchao/DCASE2021Task5,https://github.com/yangdongchao/DCASE2021Task5,False,2021-06-11 03:14:01,The code for DCASE2021 task5 submission.,[],14,3,1,0,1,Python,5704,1,0,1,0,12,0,0,0
hermannsblum/fishyscapes,https://github.com/hermannsblum/fishyscapes,False,2019-07-26 14:16:33,Benchmark for Anomaly Detection in Semantic Segmentation,[],5,2,14,0,2,Python,6357,4,4,5,0,80,1,0,44
HumanCompatibleAI/imitation,https://github.com/HumanCompatibleAI/imitation,False,2018-12-08 05:15:33,Clean PyTorch implementations of imitation and reward learning algorithms,"['reward-learning', 'inverse-reinforcement-learning', 'imitation-learning']",577,13,120,5,21,Python,27985,37,10,28,5,585,1,0,0
zdou0830/METER,https://github.com/zdou0830/METER,False,2021-11-03 16:57:24,METER: A Multimodal End-to-end TransformER Framework,[],230,7,24,2,1,Python,70,10,0,1,2,20,0,0,0
uvavision/RerankingTransformer,https://github.com/uvavision/RerankingTransformer,False,2021-09-05 11:44:04,[ICCV 2021] Instance-level Image Retrieval using Reranking Transformers,[],79,4,15,0,1,Python,110107,0,0,2,0,12,0,0,0
Theohhhu/UPDeT,https://github.com/Theohhhu/UPDeT,False,2021-01-20 04:51:19,Official Implementation of 'UPDeT: Universal Multi-agent Reinforcement Learning via Policy Decoupling with Transformers' ICLR 2021(spotlight),[],93,3,14,0,2,Python,1483,0,0,1,0,7,0,0,0
pinae/Superresolution,https://github.com/pinae/Superresolution,False,2016-10-28 11:33:24,Double the size of images using a convolutional ANN.,[],20,5,4,0,1,Python,878,1,0,1,0,38,0,0,0
MilesCranmer/gnn_resource_allocation,https://github.com/MilesCranmer/gnn_resource_allocation,False,2021-05-08 02:49:53,Code for our paper on doing resource allocation with graph neural networks,"['pytorch', 'deep-learning', 'neural-network', 'graph-neural-networks', 'machine-learning', 'astronomy', 'astrophysics', 'cosmology', 'inference', 'resource-allocation']",21,3,1,0,1,Python,8510,0,0,1,0,26,0,0,0
